year,dataid,month,gas_usage
2015,9849,Jul,298
2015,9849,Aug,506
2015,9849,Sep,536
2015,9849,Oct,694
2015,9849,Nov,916
2015,9849,Dec,944
2015,9956,Jan,4408
2015,9956,Feb,5002
2015,9956,Mar,3340
2015,9956,Apr,564
2015,9956,May,528
2015,9956,Jun,512
2015,9956,Jul,398
2015,9956,Aug,336
2015,9956,Sep,386
2015,9956,Oct,538
2015,9956,Nov,2406
2015,9956,Dec,1686
2015,9971,Jan,464
2015,9971,Feb,422
2015,9971,Mar,0
2015,9971,Jun,0
2015,9971,Dec,150
2015,9982,Jan,5654
2015,9982,Feb,4182
2015,9982,Mar,2890
2015,9982,Apr,1372
2015,9982,May,1252
2015,9982,Jun,968
2015,9982,Jul,676
2015,9982,Aug,694
2015,9982,Sep,852
2015,9982,Oct,1130
2015,9982,Nov,1870
2015,9982,Dec,1974
2014,9982,Oct,
2014,9982,Nov,
2014,9982,Dec,
2015,9982,jan,
2015,9982,feb,
2015,9982,mar,
2015,9982,apr,
2015,9982,may,
2015,9982,jun,
2015,9982,jul,
2015,9982,aug,
2015,9982,sep,
2015,9982,oct,
2015,9982,nov,
2015,9982,dec,
2016,9982,Jan,
2016,9982,Feb,
2016,9982,Mar,
2016,9982,Apr,
2016,9982,May,
2016,9982,Jun,
2016,9982,Jul,
2016,9982,Aug,
2016,9982,Sep,
2016,9982,Oct,
2016,9982,Nov,
2016,9982,Dec,
2017,9982,Jan,
2017,9982,Feb,
2017,9982,Mar,
2017,9982,Apr,
2017,9982,May,
2017,9982,Jun,
2017,9982,Jul,
2017,9982,Aug,
2017,9982,Sep,
2017,9982,Oct,
2017,9982,Nov,
2017,9982,Dec,
2017,9982,Dec,
